"University","Program","Course","Title","Credits","Bulletin"
"Virginia Commonwealth University","Computer Science (Data Science)","CMSC408","Databases","3","3 lecture hours. 3 credits. Prerequisite: CMSC 303.  Introduction to databases. Database design and the entity-relationship model.  Relational database design, normalization and decomposition. Relational  algebra. SQL. Data definition language. Data manipulation language.  Data query language. Queries, subqueries, functions, procedures, cursors,  views, triggers, indexes and transactions. Security, performance, and  scalability of databases. Database installation, configuration and  administration. MySQL and the web."
"Virginia Commonwealth University","Computer Science (Data Science)","CMSC440","Data Communication and Networking","3","3 lecture hours. 3 credits. Prerequisite: CMSC 257 with a minimum grade of C. Enrollment is restricted to majors in the College of Engineering. This course explores computer networking, focusing on the applications and protocols that run on the Internet. Students will take a top-down approach to the layered network architecture, studying applications first and then proceeding down the network “stack” toward the physical link. Students will examine the operation of applications such as the web, FTP , e-mail and DNS. At the transport layer, students will study both connectionless UDP and connection-oriented TCP , with an in- depth study of TCP operation, specifically flow control and congestion control. Data communications are explored through various data routing protocols. Additional topics include network security and wireless/mobile networking."
"Virginia Commonwealth University","Computer Science (Data Science)","CMSC441","Senior Design Studio I (Laboratory/Project Time)","2","6 laboratory hours. 2 credits. Prerequisites: CMSC 355; and UNIV 200 or HONR 200 or equivalent, both with minimum grades of C. Corequisite: CMSC 451. Enrollment is restricted to computer science majors with senior standing who have 24 credits in computer science courses. A minimum of six laboratory hours per week dedicated to the execution phase of the senior design (capstone) project for the computer science major. Tasks include team meetings, brainstorming, sponsor advising, researching, designing, implementing, reviewing, testing and validating projects. Each student will participate, either individually or as part of a team, in a project or other experience approved by the course coordinator or sponsored by another computer science faculty member. Students will submit a detailed written description of their proposed project or experience and will present orally some aspect of what they have learned and/or done during the semester. This course cannot be counted as upper-level CMSC electives for students graduating under bulletins prior to 2008-09."
"Virginia Commonwealth University","Computer Science (Data Science)","CMSC442","Senior Design Studio II (Laboratory/Project Time)","2","6 laboratory hours. 2 credits. Prerequisites: CMSC 441, CMSC 451 and CMSC 508, each with a minimum grade of C. Corequisite: CMSC 452. Enrollment is restricted to computer science majors with senior standing who have 24 credits in computer science courses. A minimum of six laboratory hours per week dedicated to the execution phase of the senior design (capstone) project for the computer science major. Tasks include team meetings, brainstorming, sponsor advising, researching, designing, implementing, reviewing, testing and validating projects. Each student will participate, either individually or as part of a team, in a project or other experience approved by the course coordinator or sponsored by another computer science faculty member. Students must continue on the same project that was started in CMSC 441 and CMSC 451. A final project report and presentation are due at the conclusion of the two-semester project or experience. This course cannot be counted as upper-level CMSC electives for students graduating under bulletins prior to 2008-09."
"Virginia Commonwealth University","Computer Science (Data Science)","CMSC451","Senior Project I","1","1 lecture hour. 1 credit. Prerequisites: CMSC 355 with minimum grade of C; and UNIV 200 or HONR 200 or equivalent. Corequisite: CMSC 441. Enrollment is restricted to computer science majors with senior standing who have 24 credits in computer science courses. This weekly seminar presents and discusses topics relevant to senior-level computer science students in support of the capstone project and upcoming graduation. A single course coordinator manages and administers the course and schedules the various faculty lectures and guest speakers. Topics include, but are not limited to, the following: proposal writing; project planning and management; scheduling resources and budgeting for software development projects; patents and intellectual property; entrepreneurship; ethical, legal and social issues in computing; and professional responsibilities of computer scientists. Each student will write and revise a research paper on a technical topic associated with his or her project or experience. A final project report and presentation, which will include a discussion of associated legal, social and/or ethical issues, are due at the conclusion of the two-semester project or experience. The courses in this sequence cannot be counted as upper-level CMSC electives for students graduating under bulletins prior to 2008-09."
"Virginia Commonwealth University","Computer Science (Data Science)","CMSC452","Senior Project II","1","1 lecture hour. 1 credit. Prerequisites: CMSC 441, CMSC 451 and CMSC 508, each with a minimum grade of C. Corequisite: CMSC 442. Enrollment is restricted to students with senior standing in the computer science department. This weekly seminar presents and discusses topics relevant to senior-level computer science students in support of the capstone project and upcoming graduation. A single course coordinator manages and administers the course and schedules the various faculty lectures and guest speakers. Topics include, but are not limited to, the following: proposal writing; project planning and management; scheduling resources and budgeting for software development projects; patents and intellectual property; entrepreneurship; ethical, legal and social issues in computing; and professional responsibilities of computer scientists. Each student will write and revise a research paper on a technical topic associated with his or her project or experience. Students must continue on the same project that was started in CMSC 451. A final project report and presentation, which will include a discussion of associated legal, social and/or ethical issues, are due at the conclusion of the two-semester project or experience. The courses in this sequence cannot be counted as upper-level CMSC electives for students graduating under bulletins prior to 2008-09."
"Virginia Commonwealth University","Computer Science (Data Science)","ECON205","The Economics of Product Development and Markets","3","3 lecture hours. 3 credits. An introduction to some of the fundamental economic concepts necessary to effectively operate in today's marketplace. Basic elements of microeconomics, net present value analysis and market strategy will be covered in class. The goal is to provide students with a better understanding of how to approach business problems and of proven problem-solving techniques. Intended for engineering students. Students may receive credit toward graduation for only one of the following three courses: ECON 203, ECON 205 or ECON 210."
"Virginia Commonwealth University","Computer Science (Data Science)","ENGR395","Professional Development","1","1 lecture and 1 workshop hour. 1 credit. Enrollment is restricted to majors in the School of Engineering. Professional development course to help prepare students to find a job and succeed in a professional environment, and specifically to work as an intern or in a cooperative education position. Topics covered include career paths; job searches; resume and cover letter writing; preparing for the interview; personal assessment of interests, values and strengths; networking; professional and ethical behavior on the job; overview of legal issues related to hiring, such as nondisclosure agreements and noncompete clauses; overview of personal finance management at the first job; workplace safety; and expectations and requirements for internships and cooperative education positions. 676 Undergraduate courses"
"Virginia Commonwealth University","Computer Science (Data Science)","MATH200","Calculus with Analytic Geometry I","4","4 lecture hours. 4 credits. Prerequisite: MATH 151 with a minimum grade of C or satisfactory score on the VCU Mathematics Placement Test within the one-year period immediately preceding the beginning of the course. Limits, continuity, derivatives, differentials, antiderivatives and definite integrals."
"Virginia Commonwealth University","Computer Science (Data Science)","MATH201","Calculus with Analytic Geometry II","4","4 lecture hours. 4 credits. Prerequisite: MATH 200 with a minimum grade of C. Applications of differentiation and integration. Selected topics in analytic geometry. Infinite series."
"Virginia Commonwealth University","Computer Science (Data Science)","STAT212","Concepts of Statistics","3","3 lecture hours. 3 credits. Prerequisite: satisfactory score on the VCU Mathematics Placement Test within the one-year period immediately preceding the beginning of the course, or MATH 151, MATH 200 or MATH 201. Introductory statistics course with an emphasis on descriptive statistics, correlation and regression, probability, normal distributions, t distributions, and statistical inference. Graphing calculators will be used extensively. A core course for mathematical sciences. Students may receive credit toward graduation for only one of STAT 206, STAT 208, STAT 210, STAT 212, STAT 312 or SCMA 301. STAT 291. Topics in Statistics. 1-3 Hours. Semester course; 1-3 lecture hours. 1-3 credits. A study of selected topics in statistics. Specific topics may fulfill general education requirements. See the Schedule of Classes for specific topics and prerequisites."
"Virginia Commonwealth University","Computer Science (Software Engineering)","CMSC235","Computing and Data Ethics","3","3 lecture hours. 3 credits. Introduction to ethical considerations for computing and working with data, legal implications surrounding data and computational systems, and sociotechnical responsibilities."
"Virginia Commonwealth University","Computer Science (Software Engineering)","CMSC254","Introduction to Problem-solving","4","3 lecture and 2 laboratory hours. 4 credits. Introduction to problem solving and implementation of solutions using Python. The course introduces students to concepts and practice of structured programming, problem-solving, top-down design of algorithms, a Python language syntax, control structures and arrays. The course content also includes instruction in critical-thinking and problem-solving skills using contemporary tools. Specific topics include flowcharting, pseudocode and program control structures, including sequence, selection, repetition and modularization."
"Virginia Commonwealth University","Computer Science (Software Engineering)","CMSC255","Introduction to Programming","4","3 lecture and 2 laboratory hours. 4 credits. Prerequisite: calculus-level placement on the VCU Mathematics Placement Test within the one-year period immediately preceding enrollment in the course, or MATH 151 or equivalent. Students are expected to have fundamental computer skills. Introduction to object-oriented programming using Java. Topics include problem-solving, top-down design of algorithms using control structures, methods, arrays, basic I/O, basic concepts of objects and classes in Java, Java classes for manipulating strings, and introduction to program testing, UML notation and integrated development environments. Students may not receive credit for both CMSC 255 and INFO 250."
"Virginia Commonwealth University","Computer Science (Software Engineering)","CMSC256","Data Structures and Object Oriented Programming","4","3 lecture and 2 laboratory hours. 4 credits. Prerequisite: CMSC 255 with a minimum grade of C; corequisite: CMSC 302. Advanced programming using Java. Topics include introduction to object-oriented design, inheritance, polymorphism, exceptions, interfaces, linked lists, stacks, queues, binary trees, recursion, and basic searching and sorting techniques. Continued focus on program testing and UML notation. Students may not receive credit for both CMSC 256 and INFO 350."
"Virginia Commonwealth University","Computer Science (Software Engineering)","CMSC257","Computer Systems","4","3 lecture and 2 laboratory hours. 4 credits. Prerequisite: CMSC 256 with a minimum grade of C. Topics include UNIX essentials; system programming in C; machine-level representation and organization of programs/data, arrays and pointers; types, structs and unions; strings; bit/byte operations; memory management; shell programming; input/output, including file handling; debugging; signals; network programming using sockets; program concurrency using forks and threads; experiments on program performance and optimization techniques."
"Virginia Commonwealth University","Computer Science (Software Engineering)","CMSC302","Introduction to Discrete Structures","3","3 lecture hours. 3 credits. Prerequisite: CMSC 255 with minimum grade of C. Logic and proofs, sets, functions, sequences and sums, relations, graphs, trees, induction and recursion, advanced counting technique (recurrences)."
"Virginia Commonwealth University","Computer Science (Software Engineering)","CMSC303","Introduction to the Theory of Computation","3","3 lecture hours. 3 credits. Prerequisite: CMSC 302 or the equivalent with a grade of C or better. Complexity classes, grammars, automata, formal languages, Turing machines, computability."
"Virginia Commonwealth University","Computer Science (Software Engineering)","CMSC304","PROGRAMMING LANGUAGES","3","3 lecture hours. 3 credits. Prerequisite: CMSC 256  with a minimum grade of C. Survey of representative modern programming  languages. Formal definition of programming languages including specifications  of syntax and semantics. Precedence, infix, prefix and postfix notation.  Global properties of algorithmic languages. Sub-routines, co-routines and tasks.  List processing, string manipulation, data description and simulation languages.  Run-time representation of program and data structures."
"Virginia Commonwealth University","Computer Science (Software Engineering)","CMSC311","Computer Organization","3","3 lecture hours. 3 credits. Prerequisite: CMSC 302 with minimum grade of C; corequisite: CMSC 257. Introduction to the basic organization of computers including elementary digital logic design, processor and arithmetic/logic unit design, data paths, memory hierarchy, I/O devices, instruction set architecture and addressing modes."
"Virginia Commonwealth University","Computer Science (Software Engineering)","CMSC312","Introduction to Operating Systems","3","3 lecture hours. 3 credits. Prerequisite: CMSC 311 or EGRE 364. Computer systems design, I/O processing, secondary memory organization, command languages, memory management and job scheduling. Students will work in teams to design and implement an operating system simulation."
"Virginia Commonwealth University","Computer Science (Software Engineering)","CMSC355","Fundamentals of Software Engineering","3","3 lecture hours. 3 credits. Prerequisite: CMSC 256 or EGRE 246, either with a minimum grade of C. Provides an overview of how to engineer software systems, including all stages of the software development process based on agile principles. Familiarizes students with modern software tooling and the principles of software quality and testing. Students will work in teams to gain experience in software development methodology, write specification and design documents, and develop a prototype."
"Virginia Commonwealth University","Computer Science (Software Engineering)","CMSC401","Algorithm Analysis with Advanced Data Structures","3","3 lecture hours. 3 credits. Prerequisites: CMSC 256 with a grade of C or better and CMSC 302 with a grade of C or better. Introduction to algorithm analysis and complexity classes. Advanced data structures topics including multiple linked lists, height-balanced trees, B-trees, hashing and graph representation; incorporating data structures into object-oriented design. Analysis of various searching and sorting algorithms. Algorithm design topics include divide-and-conquer, dynamic programming and greedy methods."
"Virginia Commonwealth University","Computer Science (Software Engineering)","CMSC408","Databases","3","3 lecture hours. 3 credits. Prerequisite: CMSC 303.  Introduction to databases. Database design and the entity-relationship model.  Relational database design, normalization and decomposition. Relational  algebra. SQL. Data definition language. Data manipulation language.  Data query language. Queries, subqueries, functions, procedures, cursors,  views, triggers, indexes and transactions. Security, performance, and  scalability of databases. Database installation, configuration and  administration. MySQL and the web."
"Virginia Commonwealth University","Computer Science (Software Engineering)","CMSC440","Data Communication and Networking","3","3 lecture hours. 3 credits. Prerequisite: CMSC 257 with a minimum grade of C. Enrollment is restricted to majors in the College of Engineering. This course explores computer networking, focusing on the applications and protocols that run on the Internet. Students will take a top-down approach to the layered network architecture, studying applications first and then proceeding down the network “stack” toward the physical link. Students will examine the operation of applications such as the web, FTP , e-mail and DNS. At the transport layer, students will study both connectionless UDP and connection-oriented TCP , with an in- depth study of TCP operation, specifically flow control and congestion control. Data communications are explored through various data routing protocols. Additional topics include network security and wireless/mobile networking."
"Virginia Commonwealth University","Computer Science (Software Engineering)","CMSC441","Senior Design Studio I (Laboratory/Project Time)","2","6 laboratory hours. 2 credits. Prerequisites: CMSC 355; and UNIV 200 or HONR 200 or equivalent, both with minimum grades of C. Corequisite: CMSC 451. Enrollment is restricted to computer science majors with senior standing who have 24 credits in computer science courses. A minimum of six laboratory hours per week dedicated to the execution phase of the senior design (capstone) project for the computer science major. Tasks include team meetings, brainstorming, sponsor advising, researching, designing, implementing, reviewing, testing and validating projects. Each student will participate, either individually or as part of a team, in a project or other experience approved by the course coordinator or sponsored by another computer science faculty member. Students will submit a detailed written description of their proposed project or experience and will present orally some aspect of what they have learned and/or done during the semester. This course cannot be counted as upper-level CMSC electives for students graduating under bulletins prior to 2008-09."
"Virginia Commonwealth University","Computer Science (Software Engineering)","CMSC442","Senior Design Studio II (Laboratory/Project Time)","2","6 laboratory hours. 2 credits. Prerequisites: CMSC 441, CMSC 451 and CMSC 508, each with a minimum grade of C. Corequisite: CMSC 452. Enrollment is restricted to computer science majors with senior standing who have 24 credits in computer science courses. A minimum of six laboratory hours per week dedicated to the execution phase of the senior design (capstone) project for the computer science major. Tasks include team meetings, brainstorming, sponsor advising, researching, designing, implementing, reviewing, testing and validating projects. Each student will participate, either individually or as part of a team, in a project or other experience approved by the course coordinator or sponsored by another computer science faculty member. Students must continue on the same project that was started in CMSC 441 and CMSC 451. A final project report and presentation are due at the conclusion of the two-semester project or experience. This course cannot be counted as upper-level CMSC electives for students graduating under bulletins prior to 2008-09."
"Virginia Commonwealth University","Computer Science (Software Engineering)","CMSC451","Senior Project I","1","1 lecture hour. 1 credit. Prerequisites: CMSC 355 with minimum grade of C; and UNIV 200 or HONR 200 or equivalent. Corequisite: CMSC 441. Enrollment is restricted to computer science majors with senior standing who have 24 credits in computer science courses. This weekly seminar presents and discusses topics relevant to senior-level computer science students in support of the capstone project and upcoming graduation. A single course coordinator manages and administers the course and schedules the various faculty lectures and guest speakers. Topics include, but are not limited to, the following: proposal writing; project planning and management; scheduling resources and budgeting for software development projects; patents and intellectual property; entrepreneurship; ethical, legal and social issues in computing; and professional responsibilities of computer scientists. Each student will write and revise a research paper on a technical topic associated with his or her project or experience. A final project report and presentation, which will include a discussion of associated legal, social and/or ethical issues, are due at the conclusion of the two-semester project or experience. The courses in this sequence cannot be counted as upper-level CMSC electives for students graduating under bulletins prior to 2008-09."
"Virginia Commonwealth University","Computer Science (Software Engineering)","CMSC452","Senior Project II","1","1 lecture hour. 1 credit. Prerequisites: CMSC 441, CMSC 451 and CMSC 508, each with a minimum grade of C. Corequisite: CMSC 442. Enrollment is restricted to students with senior standing in the computer science department. This weekly seminar presents and discusses topics relevant to senior-level computer science students in support of the capstone project and upcoming graduation. A single course coordinator manages and administers the course and schedules the various faculty lectures and guest speakers. Topics include, but are not limited to, the following: proposal writing; project planning and management; scheduling resources and budgeting for software development projects; patents and intellectual property; entrepreneurship; ethical, legal and social issues in computing; and professional responsibilities of computer scientists. Each student will write and revise a research paper on a technical topic associated with his or her project or experience. Students must continue on the same project that was started in CMSC 451. A final project report and presentation, which will include a discussion of associated legal, social and/or ethical issues, are due at the conclusion of the two-semester project or experience. The courses in this sequence cannot be counted as upper-level CMSC electives for students graduating under bulletins prior to 2008-09."
"Virginia Commonwealth University","Computer Science (Software Engineering)","ECON205","The Economics of Product Development and Markets","3","3 lecture hours. 3 credits. An introduction to some of the fundamental economic concepts necessary to effectively operate in today's marketplace. Basic elements of microeconomics, net present value analysis and market strategy will be covered in class. The goal is to provide students with a better understanding of how to approach business problems and of proven problem-solving techniques. Intended for engineering students. Students may receive credit toward graduation for only one of the following three courses: ECON 203, ECON 205 or ECON 210."
"Virginia Commonwealth University","Computer Science (Software Engineering)","ENGR395","Professional Development","1","1 lecture and 1 workshop hour. 1 credit. Enrollment is restricted to majors in the School of Engineering. Professional development course to help prepare students to find a job and succeed in a professional environment, and specifically to work as an intern or in a cooperative education position. Topics covered include career paths; job searches; resume and cover letter writing; preparing for the interview; personal assessment of interests, values and strengths; networking; professional and ethical behavior on the job; overview of legal issues related to hiring, such as nondisclosure agreements and noncompete clauses; overview of personal finance management at the first job; workplace safety; and expectations and requirements for internships and cooperative education positions. 676 Undergraduate courses"
"Virginia Commonwealth University","Computer Science (Software Engineering)","MATH200","Calculus with Analytic Geometry I","4","4 lecture hours. 4 credits. Prerequisite: MATH 151 with a minimum grade of C or satisfactory score on the VCU Mathematics Placement Test within the one-year period immediately preceding the beginning of the course. Limits, continuity, derivatives, differentials, antiderivatives and definite integrals."
"Virginia Commonwealth University","Computer Science (Software Engineering)","MATH201","Calculus with Analytic Geometry II","4","4 lecture hours. 4 credits. Prerequisite: MATH 200 with a minimum grade of C. Applications of differentiation and integration. Selected topics in analytic geometry. Infinite series."
"Virginia Commonwealth University","Computer Science (Software Engineering)","STAT212","Concepts of Statistics","3","3 lecture hours. 3 credits. Prerequisite: satisfactory score on the VCU Mathematics Placement Test within the one-year period immediately preceding the beginning of the course, or MATH 151, MATH 200 or MATH 201. Introductory statistics course with an emphasis on descriptive statistics, correlation and regression, probability, normal distributions, t distributions, and statistical inference. Graphing calculators will be used extensively. A core course for mathematical sciences. Students may receive credit toward graduation for only one of STAT 206, STAT 208, STAT 210, STAT 212, STAT 312 or SCMA 301. STAT 291. Topics in Statistics. 1-3 Hours. Semester course; 1-3 lecture hours. 1-3 credits. A study of selected topics in statistics. Specific topics may fulfill general education requirements. See the Schedule of Classes for specific topics and prerequisites."
"Virginia Commonwealth University","Electrical Engineering","CHEM101","General Chemistry I","3","3 lecture and 1 recitation hours. 3 credits. Prerequisites: MATH 139, MATH 141, MATH 151, MATH 200, MATH 201 or satisfactory score on the VCU mathematics placement test within the one-year period immediately preceding the beginning of the course; and CHEM 100 with a minimum grade of B or satisfactory score on the chemistry placement exam/assessment within the one-year period immediately preceding the beginning of the course. Fundamental principles and theories of chemistry."
"Virginia Commonwealth University","Electrical Engineering","CHEZ101","General Chemistry Laboratory I","1","1 lecture and 2 laboratory hours. 1 credit. Pre- or corequisite: CHEM 101. Experimental work correlated with CHEM 101 with selected forensic science applications. Each student is charged for breakage incurred. Approved safety glasses are required. Failure to check out of laboratory upon withdrawal or for other reasons will incur a charge billed from the Student Accounting Department."
"Virginia Commonwealth University","Electrical Engineering","ECON205","The Economics of Product Development and Markets","3","3 lecture hours. 3 credits. An introduction to some of the fundamental economic concepts necessary to effectively operate in today's marketplace. Basic elements of microeconomics, net present value analysis and market strategy will be covered in class. The goal is to provide students with a better understanding of how to approach business problems and of proven problem-solving techniques. Intended for engineering students. Students may receive credit toward graduation for only one of the following three courses: ECON 203, ECON 205 or ECON 210."
"Virginia Commonwealth University","Electrical Engineering","EGRE101","Introduction to Engineering","4","3 lecture and 3 laboratory hours. 4 credits. Course open to first-year students majoring in electrical or computer engineering. Introduction to engineering through instruction on basic concepts of engineering. Topics will include an introduction to basic circuit components and circuit analysis, digital logic design and programming. General topics important to all engineers will also be covered, such as mathematics, improving written and oral communication skills, teamwork, ethics and life-long learning. The laboratory introduces fundamental testing, measurement, troubleshooting methodology and proper laboratory notebook maintenance. Engineering design and analysis is also emphasized through a team-based design that involves designing, building and programming a robot."
"Virginia Commonwealth University","Electrical Engineering","EGRE206","Electric Circuits","4","3 lecture and 3 laboratory hours. 4 credits. Prerequisites: MATH 200; and one of EGRE 101 or EGRB 102, or both EGMN 190 and EGMN 203, or both EGMN 102 and EGMN 190, as applicable per department, all with minimum grades of C. Corequisite: MATH 201. An introduction to electrical circuit theory and its application to practical direct and alternating current circuits. Topics include Kirchhoff's Laws (review from departmental prerequisites, as applicable), fundamental principles of network theorems, transient and steady- state response of RC, RL and RLC circuits by classical methods, time- domain and frequency-domain relationships, phasor analysis and power. Laboratory work, practical applications and integral laboratory demonstrations emphasize and illustrate the fundamentals presented in this course. 672 Undergraduate courses"
"Virginia Commonwealth University","Electrical Engineering","EGRE207","Electric Circuits II","4","3 lecture and 3 laboratory hours. 4 credits. Prerequisite: EGRE 206, with a minimum grade of C. An introduction to higher level electric circuit theory, including the study of basic active components, such as diodes and operational amplifiers. Emphasis will be placed on design rather than analysis. The laboratory exercises will serve to train students in the art of designing a circuit to perform specific tasks and to conform to specific design parameters."
"Virginia Commonwealth University","Electrical Engineering","EGRE245","Engineering Programming","4","3 lecture and 3 laboratory hours. 4 credits. Prerequisite: MATH 151 with a minimum grade of C. Enrollment restricted to electrical and computer engineering majors. Students are expected to have fundamental computer skills. Introduction to the concepts and practice of structured programming using C. Problem-solving, top-down design of algorithms, basic C syntax, control structures, functions, arrays, files and strings."
"Virginia Commonwealth University","Electrical Engineering","EGRE246","Advanced Engineering Programming","3","2 lecture and 2 laboratory hours. 3 credits. Prerequisite: EGRE 245 with a minimum grade of C. Enrollment is restricted to electrical and computer engineering majors. Advanced programming for engineering applications in C. Topics include recursion, searching and sorting techniques, data structures, program design and problem solving, and software testing."
"Virginia Commonwealth University","Electrical Engineering","EGRE254","Digital Logic Design","4","3 lecture and 3 laboratory hours. 4 credits. Prerequisites: EGRE 101 and EGRE 245 or equivalents, both with a minimum grade of C. An introduction to digital logic design with an emphasis on practical design techniques and circuit implementations. Topics include number representation in digital computers, Boolean algebra, theory of logic functions, mapping techniques and function minimization, design of combinational, clocked sequential and interactive digital circuits such as comparators, counters, pattern detectors, adders and subtractors. An introduction on designing digital circuits using schematic capture, logic simulation and hardware description languages is included. Students will use the above basic skills in the laboratory to design and fabricate digital logic circuits using discrete logic and field programmable gate arrays."
"Virginia Commonwealth University","Electrical Engineering","EGRE303","Electronic Devices","3","2 lecture and 3 laboratory hours. 3 credits. Prerequisites: EGRE 306 and MATH 301, both with a minimum grade of C. An introduction to solid state electronic devices covering the fundamentals of atomic structure, band theory, free carrier statistics and charge transport in solids as well as terminal electrical characteristics of semiconductor devices. The course covers basic device physics of p- n junctions, metal-semiconductor junctions, metal-oxide semiconductor capacitors and transistors, light-emitting and -detecting devices, and materials and device characterization methods, including four-probe, Hall effect, I-V, C-V, and carrier lifetime, and optical spectroscopy."
"Virginia Commonwealth University","Electrical Engineering","EGRE306","Introduction to Microelectronics","4","3 lecture and 3 laboratory hours. 4 credits. Prerequisites: EGRE 207 and MATH 301, both with a minimum grade of C. This course covers the analysis, modeling and design of electrical circuits which contain electronic devices. Students will learn to design analog circuits to specifications through laboratory problems, a design project and circuit simulation."
"Virginia Commonwealth University","Electrical Engineering","EGRE309","Introduction to Electromagnetic Fields","3","2 lecture and 3 laboratory hours. 3 credits. Prerequisites: EGRE 207, MATH 301, MATH 307 and PHYS 208, all with a minimum grade of C. This course provides an introduction to the concept of electromagnetic fields. Topics include electrostatics, magnetostatics, scalar and vector potentials, and work and energy in fields, as well as the analysis and understanding of the phenomena associated with static electric and magnetic fields. Laboratory exercises will serve to reinforce students’ understanding of fields and train them in methods to measure, quantify and analyze electromagnetic phenomena."
"Virginia Commonwealth University","Electrical Engineering","EGRE310","Electromagnetic Fields and Waves","3","2 lecture and 3 laboratory hours. 3 credits. Prerequisite: EGRE 309 with a minimum grade of C. This course covers the fundamentals of time-varying electromagnetic fields. Topics include electromagnetic induction, Maxwell’s equations, wave propagation, guided waves, transmission lines and antennas. Laboratory exercises will serve to reinforce students’ understanding of time-varying fields and waves and train them in methods to measure, quantify and analyze dynamic electromagnetic phenomena."
"Virginia Commonwealth University","Electrical Engineering","EGRE335","Signals and Systems","4","3 lecture and 3 laboratory hours. 4 credits. Prerequisites: EGRE 206, EGRE 245 and MATH 301, all with a minimum grade of C. Presents the concept of linear continuous-time and discrete- time signals and systems, their classification, and analysis and design using mathematical models. Topics to be covered: linear systems and their classification, differential and difference equations, convolution, Fourier series, Fourier transforms, the Laplace and Z transforms and their application, continuous-time to discrete-time conversion."
"Virginia Commonwealth University","Electrical Engineering","EGRE336","Introduction to Communication Systems","3","3 lecture hours. 3 credits. Prerequisite: EGRE 337 with a minimum grade of C. Introduction to the theory and application of analog and digital communications including signal analysis, baseband transmission, amplitude and angle modulation, digital modulation, baseband digital communication, and design considerations."
"Virginia Commonwealth University","Electrical Engineering","EGRE337","Statistical Information Processing","3","3 lecture hours. 3 credits. Prerequisite: EGRE 335 with a minimum grade of C. This class presents an introduction to probability, random variables, random processes and statistics with applications in electrical and computer engineering."
"Virginia Commonwealth University","Electrical Engineering","EGRE364","Microcomputer Systems","4","3 lecture and 3 laboratory hours. 4 credits. Prerequisites: EGRE 246 and 254, both with a minimum grade of C. Basic computer organization, microprocessor instruction sets and architectures, assembly language programming and the function of computer memory and I/O subsystems will be discussed. The laboratory is designed to reinforce the lectures by providing the opportunity to study the workings of a simple computer system in detail using simulation models and real hardware. Students will write and execute assembly language programs and make use of commercial design automation tools."
"Virginia Commonwealth University","Electrical Engineering","ENGR395","Professional Development","1","1 lecture and 1 workshop hour. 1 credit. Enrollment is restricted to majors in the School of Engineering. Professional development course to help prepare students to find a job and succeed in a professional environment, and specifically to work as an intern or in a cooperative education position. Topics covered include career paths; job searches; resume and cover letter writing; preparing for the interview; personal assessment of interests, values and strengths; networking; professional and ethical behavior on the job; overview of legal issues related to hiring, such as nondisclosure agreements and noncompete clauses; overview of personal finance management at the first job; workplace safety; and expectations and requirements for internships and cooperative education positions. 676 Undergraduate courses"
"Virginia Commonwealth University","Electrical Engineering","ENGR402","Senior Design Studio (Seminar)","1","Continuous courses; 1 lecture hour. 1-1 credit. Prerequisites: senior standing and participation in a senior design (capstone) project; completion of ENGR 402 to enroll in ENGR 403. This weekly seminar presents and discusses topics relevant to senior-level engineering students in support of the capstone project and upcoming graduation. A single course coordinator manages and administers the course and schedules the various faculty lectures and guest speakers. Topics include, but are not limited to, the following: proposal writing, project planning and management, scheduling resources and budgeting for technical projects, patents and intellectual property, quality systems (six sigma, ISO standards, statistical process control), entrepreneurship, creativity and innovation and professional registration."
"Virginia Commonwealth University","Electrical Engineering","ENGR403","Senior Design Studio (Seminar)","1","Continuous courses; 1 lecture hour. 1-1 credit. Prerequisites: senior standing and participation in a senior design (capstone) project; completion of ENGR 402 to enroll in ENGR 403. This weekly seminar presents and discusses topics relevant to senior-level engineering students in support of the capstone project and upcoming graduation. A single course coordinator manages and administers the course and schedules the various faculty lectures and guest speakers. Topics include, but are not limited to, the following: proposal writing, project planning and management, scheduling resources and budgeting for technical projects, patents and intellectual property, quality systems (six sigma, ISO standards, statistical process control), entrepreneurship, creativity and innovation and professional registration."
"Virginia Commonwealth University","Electrical Engineering","MATH200","Calculus with Analytic Geometry I","4","4 lecture hours. 4 credits. Prerequisite: MATH 151 with a minimum grade of C or satisfactory score on the VCU Mathematics Placement Test within the one-year period immediately preceding the beginning of the course. Limits, continuity, derivatives, differentials, antiderivatives and definite integrals."
"Virginia Commonwealth University","Electrical Engineering","MATH201","Calculus with Analytic Geometry II","4","4 lecture hours. 4 credits. Prerequisite: MATH 200 with a minimum grade of C. Applications of differentiation and integration. Selected topics in analytic geometry. Infinite series."
"Virginia Commonwealth University","Electrical Engineering","MATH301","Differential Equations","3","3 lecture hours. 3 credits. Prerequisite: MATH 201 with a minimum grade of C. Solutions of ordinary differential equations of first order. Solutions of higher order linear differential equations with constant coefficients and variable coefficients by the methods of undetermined coefficients and variation of parameters, solutions by Laplace transforms and applications."
"Virginia Commonwealth University","Electrical Engineering","MATH307","Multivariate Calculus","4","4 lecture hours. 4 credits. Prerequisite: MATH 201 with a minimum grade of C. The calculus of vector-valued functions and of functions of more than one variable. Partial derivatives, multiple integrals, line integrals, surface integrals and curvilinear coordinates. Lagrange multipliers; theorems of Green, Gauss and Stokes. Applications."
